monster,family,element,acquired,build,date,id
Mimick,Mimick,Wind,Mt. Siz (Hell),no,2020-06-08,991
Slime,Slime,Fire,Mt. Siz (Hell),no,2020-06-08,992
Slime,Slime,Fire,Mt. Siz (Hell),no,2020-06-08,993
Skull Soldier,Skull Soldier,Water,Magic Shop,no,2020-06-08,994
Monster Flower,Monster Flower,Wind,Magic Shop,no,2020-06-08,995
Golem,Golem,Fire,Mt. Siz (Hell),no,2020-06-08,996
Rainbowmon,Rainbowmon,Light,Mt. Siz (Hell),no,2020-06-08,997
Ghost,Ghost,Water,Mt. Siz (Hell),no,2020-06-08,998
Rainbowmon,Rainbowmon,Light,Mt. Siz (Hell),no,2020-06-08,999
Rainbowmon,Rainbowmon,Light,Mt. Siz (Hell),no,2020-06-08,1000
Ghost,Ghost,Water,Mt. Siz (Hell),no,2020-06-08,1001
Monster Flower,Monster Flower,Water,Magic Shop,no,2020-06-08,1002
Skull Soldier,Skull Soldier,Fire,Magic Shop,no,2020-06-08,1003
Red Angelmon,Angelmon,Fire,Event Reward (Legendary Lucky Board Event),no,2020-06-08,1004
Monster Flower,Monster Flower,Wind,Magic Shop,no,2020-06-08,1005
Surprise Box, Surprise Box,Wind,Magic Shop,no,2020-06-08,1006
Forest Keeper,Forest Keeper,Fire,Magic Shop,no,2020-06-08,1007
Surprise Box, Surprise Box,Water,Social Summon,no,2020-06-08,1008
Howl,Howl,Water,Social Summon,no,2020-06-08,1009
Yeti,Yeti,Fire,Social Summon,no,2020-06-08,1010
Monster Flower,Monster Flower,Wind,Social Summon,no,2020-06-08,1011
Monster Flower,Monster Flower,Wind,Social Summon,no,2020-06-08,1012
Forest Keeper,Forest Keeper,Fire,Social Summon,no,2020-06-08,1013
Slime,Slime,Fire,Social Summon,no,2020-06-08,1014
Ghost,Ghost,Fire,Social Summon,no,2020-06-08,1015
Horned Frog,Horned Frog,Fire,Social Summon,no,2020-06-08,1016
Horned Frog,Horned Frog,Wind,Social Summon,no,2020-06-08,1017
Battle Scorpion,Battle Scorpion,Water,Social Summon,no,2020-06-08,1018
Mischievous Bat,Mischievous Bat,Water,Social Summon,no,2020-06-08,1019
Hellhound,Hellhound,Fire,Social Summon,no,2020-06-08,1020
Surprise Box, Surprise Box,Wind,Social Summon,no,2020-06-08,1021
Hellhound,Hellhound,Wind,Social Summon,no,2020-06-08,1022
Maned Boar,Maned Boar,Wind,Social Summon,no,2020-06-08,1023
Mushroom,Mushroom,Water,Social Summon,no,2020-06-08,1024
Sandman,Sandman,Water,Social Summon,no,2020-06-08,1025
Slime,Slime,Water,Social Summon,no,2020-06-08,1026
Forest Keeper,Forest Keeper,Wind,Social Summon,no,2020-06-08,1027
Slime,Slime,Fire,Mt. Siz (Hell),no,2020-06-08,1028
Golem,Golem,Fire,Mt. Siz (Hell),no,2020-06-08,1029
Mischievous Bat,Mischievous Bat,Fire,Magic Shop,no,2020-06-08,1030
Mischievous Bat,Mischievous Bat,Wind,Magic Shop,no,2020-06-08,1031
Vagabond,Vagabond,Water,Unknown Scroll,yes,2020-06-08,1032
Harpu,Harpu,Water,Unknown Scroll,no,2020-06-08,1033
Warbear,Warbear,Fire,Unknown Scroll,no,2020-06-08,1034
Low Elemental,Low Elemental,Water,Unknown Scroll,no,2020-06-08,1035
Ghost,Ghost,Fire,Unknown Scroll,no,2020-06-08,1036
Ghost,Ghost,Fire,Unknown Scroll,no,2020-06-08,1037
Ghost,Ghost,Fire,Unknown Scroll,no,2020-06-08,1038
Slime,Slime,Wind,Unknown Scroll,no,2020-06-08,1039
Slime,Slime,Wind,Unknown Scroll,no,2020-06-08,1040
Sandman,Sandman,Wind,Unknown Scroll,no,2020-06-08,1041
Skull Soldier,Skull Soldier,Water,Unknown Scroll,no,2020-06-08,1042
Yeti,Yeti,Fire,Unknown Scroll,no,2020-06-08,1043
Surprise Box,Surprise Box,Wind,Unknown Scroll,no,2020-06-08,1044
Vagabond,Vagabond,Wind,Unknown Scroll,no,2020-06-08,1045
Horned Frog,Horned Frog,Water,Unknown Scroll,no,2020-06-08,1046
Low Elemental,Low Elemental,Water,Unknown Scroll,no,2020-06-08,1047
Mimick,Mimick,Water,Unknown Scroll,no,2020-06-08,1048
Mimick,Mimick,Fire,Unknown Scroll,no,2020-06-08,1049
Horned Frog,Horned Frog,Fire,Unknown Scroll,no,2020-06-08,1050
Ghost,Ghost,Wind,Unknown Scroll,no,2020-06-08,1051
Slime,Slime,Fire,Mt. Siz (Hell),no,2020-06-08,1052
Red Angelmon,Angelmon,Fire,Event Reward (Legendary Lucky Board Event),no,2020-06-09,1053
Mischievous Bat,Mischievous Bat,Fire,Unknown Scroll,no,2020-06-09,1054
Mimick,Mimick,Water,Unknown Scroll,no,2020-06-09,1055
Ghost,Ghost,Water,Unknown Scroll,no,2020-06-09,1056
Sandman,Sandman,Water,Unknown Scroll,no,2020-06-09,1057
Sandman,Sandman,Water,Unknown Scroll,no,2020-06-09,1058
Ghost,Ghost,Fire,Unknown Scroll,no,2020-06-09,1059
Horned Frog,Horned Frog,Fire,Unknown Scroll,no,2020-06-09,1060
Forest Keeper,Forest Keeper,Fire,Unknown Scroll,no,2020-06-09,1061
Horned Frog,Horned Frog,Wind,Unknown Scroll,no,2020-06-09,1062
Slime,Slime,Wind,Unknown Scroll,no,2020-06-09,1063
Maned Boar,Maned Boar,Water,Magic Shop,no,2020-06-09,1064
Monster Flower,Monster Flower,Water,Magic Shop,no,2020-06-09,1065
Mimick,Mimick,Wind,Mt. Siz (Hell),no,2020-06-09,1066
Golem,Golem,Fire,Mt. Siz (Hell),no,2020-06-09,1067
Forest Keeper,Forest Keeper,Fire,Magic Shop,no,2020-06-09,1068
Rainbowmon,Rainbowmon,Light,Mt. Siz (Hell),no,2020-06-09,1069
Rainbowmon,Rainbowmon,Light,Mt. Siz (Hell),no,2020-06-09,1070
Slime,Slime,Fire,Mt. Siz (Hell),no,2020-06-09,1071
Rainbowmon,Rainbowmon,Light,Mt. Siz (Hell),no,2020-06-09,1072
Golem,Golem,Fire,Mt. Siz (Hell),no,2020-06-09,1073
Mimick,Mimick,Wind,Mt. Siz (Hell),no,2020-06-09,1074
Golem,Golem,Fire,Mt. Siz (Hell),no,2020-06-10,1075
Maned Boar,Maned Boar,Water,Social Summon,no,2020-06-10,1076
Monster Flower,Monster Flower,Wind,Social Summon,no,2020-06-10,1077
Warbear,Warbear,Wind,Social Summon,no,2020-06-10,1078
Forest Keeper,Forest Keeper,Water,Social Summon,no,2020-06-10,1079
Low Elemental,Low Elemental,Water,Social Summon,no,2020-06-10,1080
Forest Keeper,Forest Keeper,Water,Social Summon,no,2020-06-10,1081
Low Elemental,Low Elemental,Water,Social Summon,no,2020-06-10,1082
Low Elemental,Low Elemental,Fire,Social Summon,no,2020-06-10,1083
Forest Keeper,Forest Keeper,Wind,Social Summon,no,2020-06-10,1084
Mimick,Mimick,Wind,Social Summon,no,2020-06-10,1085
Surprise Box,Surprise Box,Wind,Magic Shop,no,2020-06-10,1086
Rainbowmon,Rainbowmon,Light,Mt. Siz (Hell),no,2020-06-10,1087
Ghost,Ghost,Water,Mt. Siz (Hell),no,2020-06-10,1088
Ghost,Ghost,Water,Mt. Siz (Hell),no,2020-06-10,1089
Battle Scorpion,Battle Scorpion,Water,Magic Shop,no,2020-06-10,1090
Slime,Slime,Fire,Mt. Siz (Hell),no,2020-06-10,1091
Slime,Slime,Fire,Mt. Siz (Hell),no,2020-06-10,1092
Skull Soldier,Skull Soldier,Fire,Magic Shop,no,2020-06-10,1093
Golem,Golem,Fire,Mt. Siz (Hell),no,2020-06-10,1094
Low Elemental,Low Elemental,Water,Magic Shop,no,2020-06-10,1095
Golem,Golem,Fire,Mt. Siz (Hell),no,2020-06-10,1096
Skull Soldier,Skull Soldier,Wind,Magic Shop,no,2020-06-10,1097
Red Angelmon,Angelmon,Fire,Event Reward (Legendary Lucky Board Event),no,2020-06-10,1098
Golem,Golem,Fire,Mt. Siz (Hell),no,2020-06-10,1099
Rainbowmon,Rainbowmon,Light,Mt. Siz (Hell),no,2020-06-10,1100
Mischievous Bat,Mischievous Bat,Water,Unknown Scroll,no,2020-06-10,1101
Hellhound,Hellhound,Fire,Unknown Scroll,no,2020-06-10,1102
Battle Scorpion,Battle Scorpion,Wind,Unknown Scroll,no,2020-06-10,1103
Garuda,Garuda,Wind,Unknown Scroll,no,2020-06-10,1104
Ghost,Ghost,Water,Unknown Scroll,no,2020-06-10,1105
Slime,Slime,Water,Unknown Scroll,no,2020-06-10,1106
Low Elemental,Low Elemental,Fire,Unknown Scroll,no,2020-06-10,1107
Sandman,Sandman,Fire,Unknown Scroll,no,2020-06-10,1108
Slime,Slime,Wind,Unknown Scroll,no,2020-06-10,1109
Mushroom,Mushroom,Wind,Unknown Scroll,no,2020-06-10,1110
Elemental,Elemental,Wind,Unknown Scroll,no,2020-06-10,1111
Viking,Viking,Wind,Unknown Scroll,yes,2020-06-10,1112
Sandman,Sandman,Water,Unknown Scroll,no,2020-06-10,1113
Slime,Slime,Water,Unknown Scroll,no,2020-06-10,1114
Sandman,Sandman,Water,Unknown Scroll,no,2020-06-10,1115
Sandman,Sandman,Fire,Unknown Scroll,no,2020-06-10,1116
Forest Keeper,Forest Keeper,Wind,Unknown Scroll,no,2020-06-10,1117
Slime,Slime,Wind,Unknown Scroll,no,2020-06-10,1118
Mimick,Mimick,Wind,Unknown Scroll,no,2020-06-10,1119
Horned Frog,Horned Frog,Wind,Unknown Scroll,no,2020-06-10,1120
Ghost,Ghost,Water,Mt. Siz (Hell),no,2020-06-10,1121
Viking,Viking,Water,Social Summon,no,2020-06-11,1122
Garuda,Garuda,Fire,Social Summon,no,2020-06-11,1123
Imp,Imp,Fire,Social Summon,no,2020-06-11,1124
Garuda,Garuda,Fire,Social Summon,no,2020-06-11,1125
Horned Frog,Horned Frog,Water,Social Summon,no,2020-06-11,1126
Mushroom,Mushroom,Fire,Social Summon,no,2020-06-11,1127
Low Elemental,Low Elemental,Fire,Social Summon,no,2020-06-11,1128
Low Elemental,Low Elemental,Wind,Social Summon,no,2020-06-11,1129
Slime,Slime,Wind,Social Summon,no,2020-06-11,1130
Horned Frog,Horned Frog,Wind,Social Summon,no,2020-06-11,1131
Golem,Golem,Fire,Mt. Siz (Hell),no,2020-06-11,1132
Mimick,Mimick,Wind,Mt. Siz (Hell),no,2020-06-11,1133
Battle Scorpion,Battle Scorpion,Wind,Magic Shop,no,2020-06-11,1134
Slime,Slime,Fire,Mt. Siz (Hell),no,2020-06-11,1135
Battle Scorpion,Battle Scorpion,Wind,Magic Shop,no,2020-06-11,1136
Maned Boar,Maned Boar,Fire,Unknown Scroll,no,2020-06-11,1137
Battle Scorpion,Battle Scorpion,Wind,Unknown Scroll,no,2020-06-11,1138
Hellhound,Hellhound,Wind,Unknown Scroll,no,2020-06-11,1139
Forest Keeper,Forest Keeper,Water,Unknown Scroll,no,2020-06-11,1140
Slime,Slime,Water,Unknown Scroll,no,2020-06-11,1141
Slime,Slime,Water,Unknown Scroll,no,2020-06-11,1142
Horned Frog,Horned Frog,Wind,Unknown Scroll,no,2020-06-11,1143
Mushroom,Mushroom,Wind,Unknown Scroll,no,2020-06-11,1144
Horned Frog,Horned Frog,Wind,Unknown Scroll,no,2020-06-11,1145
Mushroom,Mushroom,Wind,Unknown Scroll,no,2020-06-11,1146
Battle Scorpion,Battle Scorpion,Fire,Unknown Scroll,no,2020-06-11,1147
Surprise Box,Surprise Box,Water,Magic Shop,no,2020-06-11,1148
Maned Boar,Maned Boar,Fire,Garen Forest (Hell),no,2020-06-11,1149
Battle Scorpion,Battle Scorpion,Water,Magic Shop,no,2020-06-11,1150
Forest Keeper,Forest Keeper,Wind,Garen Forest (Hell),no,2020-06-11,1151
Skull Soldier,Skull Soldier,Water,Magic Shop,no,2020-06-11,1152
Maned Boar,Maned Boar,Fire,Garen Forest (Hell),no,2020-06-11,1153
Maned Boar,Maned Boar,Wind,Magic Shop,no,2020-06-11,1154
Blue Angelmon,Angelmon,Water,6-star Evolution Reward (Repetitive Evolution - Water Mushroom),no,2020-06-11,1155
Maned Boar,Maned Boar,Wind,Magic Shop,no,2020-06-11,1156
Battle Scorpion,Battle Scorpion,Water,Magic Shop,no,2020-06-11,1157
Maned Boar,Maned Boar,Water,Magic Shop,no,2020-06-12,1158
Maned Boar,Maned Boar,Wind,Magic Shop,no,2020-06-12,1159
Slime,Slime,Water,Unknown Scroll,no,2020-06-12,1160
Slime,Slime,Water,Unknown Scroll,no,2020-06-12,1161
Horned Frog,Horned Frog,Water,Unknown Scroll,no,2020-06-12,1162
Low Elemental,Low Elemental,Water,Unknown Scroll,no,2020-06-12,1163
Low Elemental,Low Elemental,Fire,Unknown Scroll,no,2020-06-12,1164
Sandman,Sandman,Fire,Unknown Scroll,no,2020-06-12,1165
Sandman,Sandman,Fire,Unknown Scroll,no,2020-06-12,1166
Forest Keeper,Forest Keeper,Fire,Unknown Scroll,no,2020-06-12,1167
Ghost,Ghost,Wind,Unknown Scroll,no,2020-06-12,1168
Low Elemental,Low Elemental,Wind,Unknown Scroll,no,2020-06-12,1169
Low Elemental,Low Elemental,Water,Magic Shop,no,2020-06-12,1170
Ghost,Ghost,Water,Mt. Siz (Hell),no,2020-06-12,1171
Golem,Golem,Fire,Mt. Siz (Hell),no,2020-06-12,1172
Slime,Slime,Fire,Mt. Siz (Hell),no,2020-06-12,1173
Rainbowmon,Rainbowmon,Light,Mt. Siz (Hell),no,2020-06-12,1174
Surprise Box,Surprise Box,Water,Magic Shop,no,2020-06-12,1175
Maned Boar,Maned Boar,Wind,Magic Shop,no,2020-06-12,1176
Battle Scorpion,Battle Scorpion,Fire,Magic Shop,no,2020-06-12,1177
Surprise Box,Surprise Box,Water,Magic Shop,no,2020-06-12,1178
Battle Scorpion,Battle Scorpion,Water,Magic Shop,no,2020-06-12,1179
Bearman,Bearman,Water,Mystical Scroll,yes,2020-06-12,1180
Harpy,Harpy,Fire,Mystical Scroll,no,2020-06-12,1181
Penguin Knight,Penguin Knight,Fire,Mystical Scroll,yes,2020-06-12,1182
Magical Archer,Magical Archer,Fire,Mystical Scroll,no,2020-06-12,1183
Vampire,Vampire,Wind,Mystical Scroll,yes,2020-06-12,1184
Ghost,Ghost,Water,Mt. Siz (Hell),no,2020-06-13,1185
Kunda,Yeti,Water,Unknown Scroll,yes,2020-06-13,1186
Maned Boar,Maned Boar,Water,Unknown Scroll,no,2020-06-13,1187
Hellhound,Hellhound,Wind,Unknown Scroll,no,2020-06-13,1188
Ghost,Ghost,Fire,Unknown Scroll,no,2020-06-13,1189
Horned Frog,Horned Frog,Fire,Unknown Scroll,no,2020-06-13,1190
Mimick,Mimick,Fire,Unknown Scroll,no,2020-06-13,1191
Sandman,Sandman,Wind,Unknown Scroll,no,2020-06-13,1192
Slime,Slime,Wind,Unknown Scroll,no,2020-06-13,1193
Mushroom,Mushroom,Wind,Unknown Scroll,no,2020-06-13,1194
Mimick,Mimick,Wind,Unknown Scroll,no,2020-06-13,1195
Ghost,Ghost,Water,Mt. Siz (Hell),no,2020-06-13,1196
Rainbowmon,Raibowmon,Light,Level Up Reward (level 40),no,2020-06-13,1197
Surprise Box,Surprise Box,Wind,Magic Shop,no,2020-06-13,1198
Battle Scorpion,Battle Scorpion,Water,Magic Shop,no,2020-06-13,1199
Golem,Golem,Fire,Mt. Siz (Hell),no,2020-06-13,1200
Mischievous Bat,Mischievous Bat,Water,Magic Shop,no,2020-06-13,1201
Mimick,Mimick,Wind,Mt. Siz (Hell),no,2020-06-13,1202
Slime,Slime,Fire,Mt. Siz (Hell),no,2020-06-13,1203
Mimick,Mimick,Wind,Mt. Siz (Hell),no,2020-06-13,1204
Rainbowmon,Rainbowmon,Light,Mt. Siz (Hell),no,2020-06-13,1205
Ghost,Ghost,Water,Mt. Siz (Hell),no,2020-06-13,1206
Monster Flower,Monster Flower,Water,Magic Shop,no,2020-06-13,1207
Slime,Slime,Fire,Mt. Siz (Hell),no,2020-06-13,1208
Battle Scorpion,Battle Scorpion,Wind,Magic Shop,no,2020-06-13,1209
Skull Soldier,Skull Soldier,Fire,Magic Shop,no,2020-06-13,1210
Golem,Golem,Fire,Mt. Siz (Hell),no,2020-06-13,1211
Inugami,Inugami,Water,Garen Forest (Hell),no,2020-06-13,1212
Battle Scorpion,Battle Scorpion,Wind,Magic Shop,no,2020-06-13,1213
Maned Boar,Maned Boar,Fire,Magic Shop,no,2020-06-13,1214
Forest Keeper,Forest Keeper,Wind,Garen Forest (Hell),no,2020-06-13,1215
