monster,family,element,acquired,build,date,id
Devilmon,Devilmon,Dark,6-star Evolution Reward (first Wind Monster - Wind Slime - Day 5),no,2020-06-05,777
Living Armor,Living Armor,Water,Mystical Scroll,yes,2020-06-05,778
Penguin Knight,Penguin Knight,Wind,Mystical Scroll,yes,2020-06-05,779
Magical Archer,Magical Archer,Fire,Mystical Scroll,yes,2020-06-05,780
Elven Ranger,Elven Ranger,Wind,Mystical Scroll,no,2020-06-05,781
Viking,Viking,Water,Unknown Scroll,no,2020-06-05,782
Mischievous Bat,Mischievous Bat,Water,Unknown Scroll,no,2020-06-05,783
Pixie,Pixie,Water,Unknown Scroll,no,2020-06-05,784
Mushroom,Mushroom,Water,Unknown Scroll,no,2020-06-05,785
Sandman,Sandman,Fire,Unknown Scroll,no,2020-06-05,786
Horned Frog,Horned Frog,Fire,Unknown Scroll,no,2020-06-05,787
Horned Frog,Horned Frog,Fire,Unknown Scroll,no,2020-06-05,788
Mimick,Mimick,Wind,Unknown Scroll,no,2020-06-05,789
Horned Frog,Horned Frog,Wind,Unknown Scroll,no,2020-06-05,790
Mimick,Mimick,Wind,Unknown Scroll,no,2020-06-05,791
Battle Scorpion,Battle Scorpion,Water,Unknown Scroll,no,2020-06-05,792
Battle Scorpion,Battle Scorpion,Water,Unknown Scroll,no,2020-06-05,793
Howl,Howl,Water,Unknown Scroll,no,2020-06-05,794
Yeti,Yeti,Fire,Unknown Scroll,yes,2020-06-05,795
Skull Soldier,Skull Soldier,Wind,Unknown Scroll,no,2020-06-05,796
Vagabond,Vagabond,Wind,Unknown Scroll,no,2020-06-05,797
Mushroom,Mushroom,Water,Unknown Scroll,no,2020-06-05,798
Mushroom,Mushroom,Water,Unknown Scroll,no,2020-06-05,799
Forest Keepr,Forest Keeper,Wind,Unknown Scroll,no,2020-06-05,800
Horned Frog,Horned Frog,Wind,Unknown Scroll,no,2020-06-05,801
Mischievous Bat,Mischievous Bat,Water,Magic Shop,no,2020-06-05,802
Skull Soldier,Skull Soldier,Water,Magic Shop,no,2020-06-05,803
Battle Scorpion,Battle Scorpion,Fire,Magic Shop,no,2020-06-05,804
Mischievous Bat,Mischievous Bat,Wind,Magic Shop,no,2020-06-05,805
Ghost,Ghost,Water,Mt. Siz (Hell),no,2020-06-05,806
Rainbowmon,Rainbowmon,Light,Mt. Siz (Hell),no,2020-06-05,807
Ghost,Ghost,Water,Mt. Siz (Hell),no,2020-06-05,808
Slime,Slime,Fire,Mt. Siz (Hell),no,2020-06-05,809
Skull Soldier,Skull Soldier,Wind,Magic Shop,no,2020-06-05,810
Battle Scorpion,Battle Scorpion,Fire,Magic Shop,no,2020-06-05,811
Slime,Slime,Fire,Mt. Siz (Hell),no,2020-06-05,812
Golem,Golem,Fire,Mt. Siz (Hell),no,2020-06-05,813
Mimick,Mimick,Wind,Mt. Siz (Hell),no,2020-06-05,814
Rainbowmon,Rainbowmon,Light,Mt. Siz (Hell),no,2020-06-05,815
Ghost,Ghost,Water,Mt. Siz (Hell),no,2020-06-05,816
Ghost,Ghost,Water,Mt. Siz (Hell),no,2020-06-05,817
Golem,Golem,Fire,Mt. Siz (Hell),no,2020-06-05,818
Golem,Golem,Fire,Mt. Siz (Hell),no,2020-06-05,819
Ghost,Ghost,Water,Mt. Siz (Hell),no,2020-06-05,820
Slime,Slime,Fire,Mt. Siz (Hell),no,2020-06-05,821
Vagabond,Vagabond,Fire,Mystical Scroll,yes,2020-06-06,822
Mystic Witch,Mystic Witch,Fire,Mystical Scroll,yes,2020-06-06,823
Elven Ranger,Elven Ranger,Wind,Mystical Scroll,no,2020-06-06,824
Bounty Hunter,Bounty Hunter,Wind,Mystical Scroll,yes,2020-06-06,825
Elven Ranger,Elven Ranger,Wind,Mystical Scroll,no,2020-06-06,826
Fairy,Fairy,Fire,Mystical Scroll,yes,2020-06-06,827
Bearman,Bearman,Fire,Mystical Scroll,no,2020-06-06,828
Serpent,Serpent,Fire,Mystical Scroll,yes,2020-06-06,829
Golem,Golem,Wind,Mystical Scroll,yes,2020-06-06,830
Beast Hunter,Beast Hunter,Fire,Mystical Scroll,yes,2020-06-06,831
Penguin Knight,Penguin Knight,Water,Mystical Scroll,yes,2020-06-06,832
Martial Artist,Martial Artist,Fire,Mystical Scroll,yes,2020-06-06,833
Inugami,Inugami,Fire,Mystical Scroll,yes,2020-06-06,834
Grim Reaper,Grim Reaper,Water,Mystical Scroll,yes,2020-06-06,835
Mummy,Mummy,Water,Mystical Scroll,yes,2020-06-06,836
Bounty Hunter,Bounty Hunter,Wind,Mystical Scroll,no,2020-06-06,837
Epikion Priest,Epikion Priest,Water,Mystical Scroll,yes,2020-06-06,838
Imp Champion,Imp Champion,Wind,Mystical Scroll,yes,2020-06-06,839
Frankenstein,Frankenstein,Fire,Mystical Scroll,yes,2020-06-06,840
Giant Warrior,Giant Warrior,Fire,Mystical Scroll,yes,2020-06-06,841
Bearman,Bearman,Fire,Mystical Scroll,no,2020-06-06,842
Drunken Master,Drunken Master,Wind,Mystical Scroll,yes,2020-06-06,843
Inferno,Inferno,Wind,Mystical Scroll,no,2020-06-06,844
Amazon,Amazon,Fire,Mystical Scroll,yes,2020-06-06,845
Werewolf,Werewold,Wind,Mystical Scroll,yes,2020-06-06,846
Serpent,Serpent,Wind,Mystical Scroll,yes,2020-06-06,847
Lizardman,Lizardman,Fire,Mystical Scroll,yes,2020-06-06,848
Warbear,Warbear,Water,Mystical Scroll,yes,2020-06-06,849
Beast Hunter,Beast Hunter,Fire,Mystical Scroll,no,2020-06-06,850
Inferno,Inferno,Wind,Mystical Scroll,no,2020-06-06,851
Harpy,Harpy,Wind,Mystical Scroll,yes,2020-06-06,852
Warbear,Warbear,Water,Mystical Scroll,no,2020-06-06,853
Gargoyle,Gargoyle,Wind,Mystical Scroll,yes,2020-06-06,854
Devilmon,Devilmon,Dark,Event Reward (String Master Scroll - New Default 4-star Monster Giveaway and Skill Level-up Event),no,2020-06-06,855
Golem,Golem,Fire,Mt. Siz (Hell),no,2020-06-06,856
Ghost,Ghost,Water,Mt. Siz (Hell),no,2020-06-06,857
Slime,Slime,Fire,Mt. Siz (Hell),no,2020-06-06,858
Ghost,Ghost,Water,Mt. Siz (Hell),no,2020-06-06,859
Rainbowmon,Rainbowmon,Light,Mt. Siz (Hell),no,2020-06-06,860
Rainbowmon,Rainbowmon,Light,Dragon's Lair B3,no,2020-06-06,861
Bounty Hunter,Bounty Hunter,Water,Mystical Scroll,no,2020-06-06,862
Serpent,Serpent,Wind,Mystical Scroll,no,2020-06-06,863
Minotauros,Minotauros,Fire,Mystical Scroll,yes,2020-06-06,864
Harpy,Harpy,Fire,Mystical Scroll,yes,2020-06-06,865
Grim Reaper,Grim Reaper,Fire,Mystical Scroll,no,2020-06-06,866
Mummy,Mummy,Fire,Mystical Scroll,yes,2020-06-06,867
Inferno,Inferno,Wind,Mystical Scroll,no,2020-06-06,868
Drunken Master,Drunken Master,Wind,Mystical Scroll,no,2020-06-06,869
Minotauros,Minotauros,Fire,Mystical Scroll,no,2020-06-06,870
Golem,Golem,Fire,Mystical Scroll,no,2020-06-06,871
Minotauros,Minotauros,Water,Mystical Scroll,no,2020-06-06,872
Griffon,Griffon,Fire,Mystical Scroll,yes,2020-06-06,873
Martial Artist,Martial Artist,Wind,Mystical Scroll,yes,2020-06-06,874
Charger Shark,Charger Shark,Fire,Mystical Scroll,yes,2020-06-06,875
Werewolf,Werewolf,Fire,Mystical Scroll,yes,2020-06-06,876
Lizardman,Lizardman,Wind,Mystical Scroll,no,2020-06-06,877
Horus,Horus,Fire,Mystical Scroll,yes,2020-06-06,878
Epikion Priest,Epikion Priest,Water,Mystical Scroll,no,2020-06-06,879
Inferno,Inferno,Fire,Mystical Scroll,yes,2020-06-06,880
Amazon,Amazon,Water,Mystical Scroll,yes,2020-06-06,881
Griffon,Griffon,Water,Mystical Scroll,yes,2020-06-06,882
Elven Ranger,Elven Ranger,Wind,Mystical Scroll,no,2020-06-06,883
Serpent,Serpent,Wind,Mystical Scroll,no,2020-06-06,884
Beast Hunter,Beast Hunter,Wind,Mystical Scroll,yes,2020-06-06,885
Living Armor,Living Armor,Wind,Mystical Scroll,yes,2020-06-06,886
Elven Ranger,Elven Ranger,Wind,Mystical Scroll,no,2020-06-06,887
Frankenstein,Frankenstein,Fire,Mystical Scroll,no,2020-06-06,888
Griffon,Griffon,Fire,Mystical Scroll,no,2020-06-06,889
Frankenstein,Frankenstein,Water,Mystical Scroll,yes,2020-06-06,890
Mermaid,Mermaid,Fire,Mystical Scroll,yes,2020-06-06,891
Rainbowmon,Rainbowmon,Light,Mt. Siz (Hell),no,2020-06-06,892
Devilmon,Devilmon,Dark,Event Reward (6-Year Special Fusion Support x Skill Level-up Project),no,2020-06-06,893
Harpu,Harpu,Water,Unknown Scroll,no,2020-06-06,894
Horned Frog,Horned Frog,Water,Unknown Scroll,no,2020-06-06,895
Mushroom,Mushroom,Water,Unknown Scroll,no,2020-06-06,896
Low Elemental,Low Elemental,Fire,Unknown Scroll,no,2020-06-06,897
Forest Keeper,Forest Keeper,Fire,Unknown Scroll,no,2020-06-06,898
Ghost,Ghost,Fire,Unknown Scroll,no,2020-06-06,899
Slime,Slime,Wind,Unknown Scroll,no,2020-06-06,900
Sandman,Sandman,Wind,Unknown Scroll,no,2020-06-06,901
Horned Frog,Horned Frog,Wind,Unknown Scroll,no,2020-06-06,902
Low Elemental,Low Elemental,Wind,Unknown Scroll,no,2020-06-06,903
Battle Scorpion,Battle Scorpion,Fire,Unknown Scroll,no,2020-06-06,904
Ghost,Ghost,Water,Unknown Scroll,no,2020-06-06,905
Mimick,Mimick,Water,Unknown Scroll,no,2020-06-06,906
Mimick,Mimick,Water,Unknown Scroll,no,2020-06-06,907
Slime,Slime,Water,Unknown Scroll,no,2020-06-06,908
Forest Keeper,Forest Keeper,Water,Unknown Scroll,no,2020-06-06,909
Mushroom,Mushroom,Fire,Unknown Scroll,no,2020-06-06,910
Forest Keeper,Forest Keeper,Wind,Unknown Scroll,no,2020-06-06,911
Sandman,Sandman,Wind,Unknown Scroll,no,2020-06-06,912
Sandman,Sandman,Wind,Unknown Scroll,no,2020-06-06,913
